conf_val,fit_m,fit_b,cov_m,cov_b,cov_corr,root_mean_square,root_mean_log_square_error,mean_log_abs_diff
0.7000000000000001,0.4124080604650342,0.8399522385866455,2.2775430951148768e-05,396.19644250270295,-0.004198172059050539,3952.07310663879,0.3399089250475093,6.200647024408182
0.71,0.41002092040627924,-0.48951705477129753,2.2056343316940266e-05,383.6873504406393,-0.004065623365661682,3926.2078627086985,0.34245552623429,6.136566710238737
0.72,0.4075131605513794,-1.089667432201455,2.1682042867613867e-05,377.1761012454708,-0.003996628943934927,3976.514996916859,0.3550097392096118,6.113213647786136
0.73,0.4050256704163617,-1.4457560130593348,2.0908147428112707e-05,363.7135845248395,-0.003853977583453139,4008.1052841333385,0.3503027159657498,6.045575169392549
0.74,0.40261809978241003,-1.8627949522514364,1.9997636157348003e-05,347.87452852149323,-0.003686143965526266,4042.9534230729673,0.34335738776789637,6.043530423008582
0.75,0.39990747742650373,-1.9719294681478814,1.972899709158406e-05,343.20134177033077,-0.0036366259993337213,4123.717268022815,0.3474737381057135,6.108112375331766
0.76,0.3972320426549568,-4.158800103877964,1.9269273500052854e-05,335.2040901754035,-0.0035518856165505214,4175.897903724577,0.34230253680043105,6.1356854101375005
0.77,0.3942390031007468,-4.643586776189415,1.8639526410573063e-05,324.24914679525466,-0.0034358049750472654,4197.784803507621,0.3577299571934628,6.10393189111727
0.78,0.3914693672578556,-5.139392512499202,1.773165561527823e-05,308.4560239288015,-0.0032684580732823833,4234.633380515812,0.3569942176313446,5.9760355803423355
0.79,0.388242777986089,-5.507861247166745,1.760919892228502e-05,306.32579393540993,-0.0032458857554162356,4248.559261774017,0.37447429298857643,6.104165418150538
0.8,0.3848224781795295,-6.0793297821350505,1.7020303142282208e-05,296.081491048566,-0.0031373351943048606,4273.619065723294,0.36629279897951145,6.208434074104775
0.81,0.3814504586661243,-6.444379865610067,1.678151082252734e-05,291.9275117984358,-0.0030933188484951594,4394.774108094308,0.3830407079959276,6.204851090851374
0.8200000000000001,0.3780084665408782,-6.510727669658595,1.6247542036690043e-05,282.6387069538647,-0.002994892924440615,4403.526950331407,0.3778507982595342,6.188564802747717
0.8300000000000001,0.37425300060928113,-6.621235979382533,1.635780935723356e-05,284.556893275667,-0.0030152183876612708,4622.3714001526305,0.4039174279640727,6.196582151083395
0.84,0.3703931296469175,-6.594487376361311,1.5797818441629015e-05,274.81541312224044,-0.002911995830851888,4743.137068330299,0.4000520632572649,6.1836713216053205
0.85,0.36618102903653027,-6.512398013814766,1.550872184009964e-05,269.7863515290159,-0.002858706947866081,4856.429845941898,0.40368164805438334,6.163292531909487
0.86,0.3614914302088712,-7.361361194809739,1.5056070500427564e-05,261.91212728900814,-0.002775270186086289,4967.098481042292,0.3999433339248929,6.296449366242719
0.87,0.35649958711713986,-8.126284131881514,1.4418408505777163e-05,250.8194979402351,-0.002657730598150425,5087.189685169837,0.3999948871577222,6.316687459994956
0.88,0.35097835322701465,-8.470152163546103,1.3980573496282856e-05,243.20301535701387,-0.0025770249154664967,5180.97790969881,0.4271295161021314,6.323788314189747
0.89,0.3448057312048532,-8.430284549629611,1.3556401435540957e-05,235.82421045819794,-0.0024988377102515406,5280.000875599803,0.42059107811663293,6.325386090923823
0.9,0.3380694314147717,-8.441562346027675,1.2926453326208574e-05,224.8657701804211,-0.00238272001496299,5344.577720863715,0.4130283378618363,6.314028055557576
0.91,0.33069794891873705,-8.916876435409621,1.322680409910699e-05,230.0906068906695,-0.002438083367928777,5702.324823892989,0.42040996873533737,6.33499426543804
0.92,0.32214203185644064,-8.935320030649907,1.2959273479007917e-05,225.4367024191737,-0.0023887697204000246,5894.555386664971,0.4262146241082234,6.327188416078101
0.93,0.3118089468148599,-8.562367696543228,1.269174024403318e-05,220.7827524598697,-0.002339455590873896,6214.742310284986,0.42239761052278324,6.335641576574125
0.9400000000000001,0.29985757710271627,-9.44187520047524,1.1889792411362028e-05,206.8322424098705,-0.002191633361245949,6431.966243039965,0.40456693746190725,6.304670397789955
0.9500000000000001,0.2847873480289172,-10.928117739222996,1.1138554495358552e-05,193.76387103932967,-0.0020531584390620474,6474.728315943979,0.3783371803093124,6.216920248377637
0.96,0.2649639745388967,-10.03478405591471,1.0132763998739082e-05,176.26735834903693,-0.001867762098188267,6598.990326363278,0.3650694719163731,6.1577878483701864
0.97,0.23895349170132066,-10.118341672184721,8.68392797537142e-06,151.06372205081453,-0.001600699625276367,6721.631708469446,0.4136400849808677,6.351567211693369
0.98,0.2005141934254181,-11.060413001162242,6.188670079469552e-06,107.6567584854013,-0.0011407512712289947,6255.747808408685,0.5178872196262904,6.3641429168463475
0.99,0.13568391905561514,-7.290542825956616,3.703933939085597e-06,64.43282909018757,-0.0006827423816915236,5200.989505124736,0.616612780499772,6.392512088752742
1.0,,,,,,,,
