conf_val,fit_m,fit_b,cov_m,cov_b,ratiometric_error
0.75,0.4280547930534342,104.71953751003734,0.00326786841985192,63.28735536336977,265.1824372653308
0.7525,0.4265469723429256,103.51106321328427,0.003202371940596568,62.01891415793382,263.2842877448123
0.755,0.4251239766561413,101.78580178740755,0.0030711486154957053,59.477570339691106,257.716435169858
0.7575,0.42361389936621097,100.45658688899212,0.003023240326781963,58.54975180383496,256.80442646699686
0.76,0.4219893326275633,98.97698959159376,0.002953399168001689,57.19716912092602,254.72333006415087
0.7625,0.42054383386980915,97.3391124230813,0.0028917209722676886,56.0026749155057,252.94272951628963
0.765,0.4190206560508353,95.91980362790787,0.0028092707437598445,54.40589798297443,249.91822611304121
0.7675,0.4175473242817149,94.45186848083026,0.0027162112984783896,52.6036570641946,246.46022236320448
0.77,0.4160548639431948,93.25297621956524,0.0026578992279654105,51.47435310993808,244.42597437502397
0.7725,0.41450167861400017,91.79930003404857,0.0025837517197914517,50.03837127217292,241.549584914731
0.775,0.4129237833091209,90.31865662110127,0.0025205593550115214,48.81455282777534,239.15368898486776
0.7775,0.411324279057204,88.89672759898201,0.0024640256436729443,47.71968956530138,237.19883555897957
0.78,0.4097244609686786,87.40477096020095,0.0023725558678362305,45.948235068168295,233.13159051305985
0.7825,0.408028373019874,86.13823547300514,0.0022974948503669784,44.494561701867966,229.75523581677496
0.785,0.4064531801803545,84.87680427071564,0.002242529032486801,43.43006313519108,227.7255919197774
0.7875,0.4047771915770534,83.70595646358665,0.0021933624396531606,42.477875582667245,226.05174143697252
0.79,0.4031220960240802,82.15417597814115,0.0021129700351260263,40.92095161262102,222.42030888916003
0.7925,0.40158140766009737,80.60931818351315,0.002044113063071969,39.58742923664108,219.24478609901092
0.795,0.400055420936743,79.61323766059817,0.0020042131569395147,38.81470548710769,217.5379759834687
0.7975,0.3984565679016249,78.31556346357675,0.0019414170929402622,37.59856202380335,214.59031958023215
0.8,0.39685642390769654,76.82721891428413,0.0018868758785128348,36.54228656349129,212.13286849770404
0.8025,0.3951276132691398,75.56110330898348,0.001817646579396522,35.20155349476827,208.71624091177196
0.805,0.3935401406437624,74.23520558821718,0.0017817437683216159,34.506239708803626,207.29860450856884
