conf_val,fit_m,fit_b,cov_m,cov_b,ratiometric_error
0.5,0.7846949765245153,11.17041494814369,0.00013711189599122269,137.61671873975206,0.32655055583722914
0.51,0.7819365032401489,10.280782938951132,0.00013628459274026925,136.78636949852918,0.331931347482102
0.52,0.7790681194689206,9.804855588491018,0.0001353356735125485,135.83395651113713,0.3307414055286224
0.53,0.776312694757043,9.344248144963968,0.00013470753416170805,135.2035044577317,0.3431026324100977
0.54,0.7733595377716211,9.232511491870598,0.0001344337654110457,134.92872773695728,0.3289661563012273
0.55,0.7704051927052611,8.683282005807527,0.0001337796229342908,134.27217681853756,0.3104188410837707
0.56,0.7674488404486124,8.100964052366578,0.00013301708741532227,133.50683377310492,0.29595626841977585
0.57,0.7644924031972996,7.236452187904639,0.000132005654016763,132.49167644829896,0.29855297206869774
0.58,0.761446291030158,7.11582333530568,0.00013135966984044264,131.84331386779246,0.28970568979104533
0.59,0.7584752942011518,6.690245621778687,0.00013033093646137829,130.81079286688706,0.2966761029429398
0.6,0.7554108899566137,5.870145766494976,0.0001291163244627628,129.59170887287613,0.3051065202078511
0.61,0.7522378947525075,4.246938170170997,0.0001280977596012455,128.5693938282749,0.3222618978009386
0.62,0.7490709969751734,4.184261943970799,0.00012738388459812545,127.85289045845789,0.31771139993723113
0.63,0.7457622076781582,3.666632779108914,0.0001263516024955526,126.81680766824586,0.2969370462131044
0.64,0.7425026601746847,3.2060251526048154,0.00012596775552823405,126.4315474414894,0.29516259747039647
0.65,0.7391382434502483,2.778608928732071,0.00012540550799033728,125.86722980350848,0.30396081671788266
0.66,0.7356760925651771,1.8878433378206456,0.0001242952375960953,124.75287158196323,0.3084933495922435
0.67,0.732135058772054,1.7406810630668748,0.00012361871048174617,124.07385360950985,0.2770718803590808
0.68,0.7285829458246692,1.2872414488938757,0.00012299535632410446,123.44820436757298,0.2767857205080549
0.69,0.7249472467904265,1.221693819762998,0.00012167617282419036,122.1241638577297,0.27598963547321487
0.7,0.7212514954246725,1.239144994814386,0.00012167270289981246,122.12068115767869,0.27628647110369037
0.71,0.7174488754669315,1.243765739451143,0.0001212829252806628,121.72946844343684,0.2785657714038578
0.72,0.7135166735933849,0.37677877747790806,0.00012028247939021558,120.72533908088447,0.2794342025917662
0.73,0.7095363155350102,0.3079776256567416,0.00012000328213285028,120.445113866566,0.27980384393615176
0.74,0.7054690599321066,0.27158021394832044,0.00011906760977481249,119.50599652158458,0.2763085217037627
0.75,0.7013113113563079,-0.17139143609979418,0.00011942852924641191,119.86824483747087,0.2858968301476352
0.76,0.6969542622877948,-0.1677279731425223,0.00011824434435328817,118.679699976394,0.2891334853520697
0.77,0.6924368808302831,-0.651772470199816,0.0001179115592647109,118.3456896295569,0.3058807454412648
0.78,0.6877801319030558,-0.652484200366482,0.0001169154206035416,117.34588335477018,0.3102640547828472
0.79,0.6830724339309111,-0.6405053159312513,0.00011607651181855712,116.50388584990812,0.3127897866323238
0.8,0.6779914241853381,-0.6653980855337795,0.0001159978430245156,116.42492741070821,0.3079884334097784
0.81,0.6728273101363109,-0.7046897789716438,0.0001153457260248501,115.77040942684106,0.3062330670477137
0.82,0.6674678052896281,-1.1695489398955672,0.00011473940674741566,115.16185778465147,0.3075401002821954
0.83,0.6618405155474582,-1.2136904651893132,0.00011413480400656228,114.55502899903955,0.30744989708474596
0.84,0.6557144978895496,-1.2436797517761937,0.00011345034905072015,113.86805399612525,0.3061648525894282
0.85,0.6493642080167698,-1.2663037445989374,0.00011227483970972226,112.6882166290859,0.30391470926573444
0.86,0.6427557059370999,-1.2473588236972555,0.00011196033085433826,112.37254980543324,0.3067754181534278
0.87,0.6356962044174439,-1.6221952974555167,0.00011144163290976697,111.85194210299491,0.3067403152142764
0.88,0.6281238637400921,-2.1084507294383816,0.00010981549262880879,110.21981464929586,0.2918856338246084
0.89,0.6199530878317656,-2.166983202502676,0.00010873087985128465,109.13120851146202,0.2889630447233291
0.9,0.6111820172151494,-2.1982659987897994,0.00010805617945129297,108.45402397901854,0.2929742427232209
0.91,0.6015668953811525,-2.1910466745555537,0.00010725391712840069,107.64880786230731,0.299494632050245
0.92,0.5908176586182488,-2.15755063325023,0.00010615665925363984,106.54751007013319,0.30348618246997977
0.93,0.5788064068552533,-2.200968108597863,0.00010475409054475241,105.13977734111822,0.30467613902522883
0.94,0.5650779119558222,-2.180545124387907,0.00010305834688276568,103.43779023854556,0.3055807736463282
0.95,0.5486772677776242,-2.1554414000997046,0.00010133760374789998,101.7107116192744,0.31575491966013947
0.96,0.5286134083829818,-2.48944381728085,9.884051075888071e-05,99.20442475734619,0.3180387032396896
0.97,0.5024239805324906,-2.4948504299229124,9.5041516960318e-05,95.39144370788031,0.3292903797290612
0.98,0.4646850285803575,-2.423508464243688,8.991943203971872e-05,90.2505001392467,0.34151125206067556
0.99,0.39626271862562523,-2.2110737876670536,7.925819423153973e-05,79.55000946147427,0.3547036686062231
