conf_val,fit_m,fit_b,cov_m,cov_b
0.5,0.47711401813084603,389.6315865787714,0.05072829879541824,838.5557442986877
0.51,0.47241328120354437,376.00134291236384,0.04827662459832457,798.0287499002976
0.52,0.46782304952000636,362.5373312040896,0.04581354938138065,757.3132928309072
0.53,0.4631107567566984,350.0355584786491,0.04366212303522498,721.749495821272
0.54,0.4584583101429559,337.880673084192,0.041558946105409215,686.9832777999261
0.55,0.453616558880504,325.847436055359,0.03957106818283643,654.1229909280844
0.56,0.44893134971405807,314.1162597062297,0.03753105445362335,620.4008817365511
0.57,0.44424891993412174,302.7415868918652,0.03601204516211363,595.2911501412625
0.58,0.4396633780049674,289.79518765464496,0.033716274366986494,557.341291116601
0.59,0.4347798607907413,278.42480769953465,0.03168748946673888,523.8047982231567
0.6,0.42993570820713356,267.1629283948412,0.02971262357534051,491.15960457827873
0.61,0.4250735347347331,256.2710330659905,0.027998922629764198,462.83155482998114
0.62,0.42026807842542163,246.42041005782548,0.026576251934090904,439.3143324426615
0.63,0.4153801793650688,236.31669950926232,0.025064617596188776,414.3265112969333
0.64,0.41046308390503655,226.8377852694033,0.023723291828100963,392.153947767019
0.65,0.40544024719932836,216.86319401740948,0.022469952043122274,371.43582196330317
0.66,0.40043636293829105,207.9506133876626,0.021236652996447624,351.0489762660347
0.67,0.39546638992725686,198.51602902471492,0.019982492038750008,330.3172762026478
0.68,0.39051762515709226,189.63956801871504,0.0187056835344683,309.211204620142
0.69,0.38548556836557707,180.3321729510597,0.01736773408696465,287.0944527986365
0.7,0.38017040215990366,172.37501969836612,0.01650848075456609,272.8907078515325
0.71,0.3748963781380972,163.7469582683766,0.015336207948082794,253.51264631380758
0.72,0.36954301944194506,156.20867902121068,0.014475088472555325,239.27805339668316
0.73,0.3641565104169811,148.58508033162877,0.013551344849556498,224.00826237828397
0.74,0.35859904814933163,140.91140341561731,0.01269119783059885,209.78974449348013
0.75,0.3529449892644542,133.5902249680212,0.01185033998725061,195.8900831324341
0.76,0.3471995956312475,126.0193922049442,0.010964210472259725,181.2420658988002
0.77,0.3413579049095989,118.87702857289354,0.010231788589093353,169.13488722410955
0.78,0.33534235451307215,112.34654067074152,0.009579406824898244,158.35079848406033
0.79,0.32912295482955767,105.63202788468628,0.00891028281401294,147.28995480706467
0.8,0.32274941651786204,98.11127728477905,0.008186199310780842,135.32061234131587
0.81,0.31609793653114304,92.141342608875,0.007664041394140503,126.68916735248179
0.82,0.3095145663163552,85.88868280123745,0.007131291120103685,117.88262715345144
0.83,0.3024752656612966,79.6532191714456,0.00660388683230719,109.16445789484712
0.84,0.2951455887306709,74.0098718684947,0.006072958548706351,100.38803580705698
0.85,0.2876734296491166,67.95461610607485,0.00550110716916339,90.93514125731525
0.86,0.27990909022809063,61.714230132904866,0.004810677765974489,79.52211232031767
0.87,0.27185253839464646,56.30108956580909,0.004273042881090279,70.63482787040553
0.88,0.26330659737120665,51.13924860968728,0.003758004312534911,62.12106808635999
0.89,0.25428794084446954,45.99485361755481,0.0033563068298721036,55.480874357102834
0.9,0.2447109018881659,40.75125490077565,0.002911040420111295,48.1204716920345
0.91,0.23465394414339247,35.33050626492626,0.0024475782104384624,40.45928636914687
0.92,0.22348120443959762,30.590911477841672,0.0019913022542766235,32.91689222011533
0.93,0.2113550604818967,26.34645907710135,0.0016225539618618696,26.82135962495067
0.94,0.19784477985728746,21.91049083757304,0.0012106794597528023,20.012936360717042
0.95,0.18244229992488176,17.651294752101286,0.0008319214560846494,13.751939890957258
0.96,0.16485161554053898,13.850989970363969,0.000559106322335486,9.242214491736139
0.97,0.1436824676529166,9.81395341564341,0.0003198977290465738,5.288016445454662
0.98,0.11648416983926661,6.207720607246614,0.00016709641012181708,2.7621595418452047
0.99,0.07659949055907463,2.9501447211359118,4.785630043617069e-05,0.7910806509296792
